,file,label
0,grozi/inVitro/1/web/JPEG/web1.jpg,grozi_1
1,grozi/inVitro/1/web/JPEG/web2.jpg,grozi_1
2,grozi/inVitro/1/web/JPEG/web3.jpg,grozi_1
3,grozi/inVitro/1/web/JPEG/web4.jpg,grozi_1
4,grozi/inVitro/1/web/JPEG/web5.jpg,grozi_1
5,grozi/inVitro/1/web/JPEG/web6.jpg,grozi_1
6,grozi/inVitro/10/web/JPEG/web1.jpg,grozi_10
7,grozi/inVitro/10/web/JPEG/web2.jpg,grozi_10
8,grozi/inVitro/10/web/JPEG/web3.jpg,grozi_10
9,grozi/inVitro/10/web/JPEG/web4.jpg,grozi_10
10,grozi/inVitro/10/web/JPEG/web5.jpg,grozi_10
11,grozi/inVitro/10/web/JPEG/web6.jpg,grozi_10
12,grozi/inVitro/10/web/JPEG/web7.jpg,grozi_10
13,grozi/inVitro/100/web/JPEG/web1.jpg,grozi_100
14,grozi/inVitro/100/web/JPEG/web2.jpg,grozi_100
15,grozi/inVitro/100/web/JPEG/web3.jpg,grozi_100
16,grozi/inVitro/100/web/JPEG/web4.jpg,grozi_100
17,grozi/inVitro/101/web/JPEG/web1.jpg,grozi_101
18,grozi/inVitro/101/web/JPEG/web2.jpg,grozi_101
19,grozi/inVitro/101/web/JPEG/web3.jpg,grozi_101
20,grozi/inVitro/101/web/JPEG/web4.jpg,grozi_101
21,grozi/inVitro/102/web/JPEG/web1.jpg,grozi_102
22,grozi/inVitro/102/web/JPEG/web2.jpg,grozi_102
23,grozi/inVitro/102/web/JPEG/web3.jpg,grozi_102
24,grozi/inVitro/102/web/JPEG/web4.jpg,grozi_102
25,grozi/inVitro/102/web/JPEG/web5.jpg,grozi_102
26,grozi/inVitro/102/web/JPEG/web6.jpg,grozi_102
27,grozi/inVitro/102/web/JPEG/web7.jpg,grozi_102
28,grozi/inVitro/102/web/JPEG/web8.jpg,grozi_102
29,grozi/inVitro/102/web/JPEG/web9.jpg,grozi_102
30,grozi/inVitro/103/web/JPEG/web1.jpg,grozi_103
31,grozi/inVitro/103/web/JPEG/web2.jpg,grozi_103
32,grozi/inVitro/103/web/JPEG/web3.jpg,grozi_103
33,grozi/inVitro/103/web/JPEG/web4.jpg,grozi_103
34,grozi/inVitro/103/web/JPEG/web5.jpg,grozi_103
35,grozi/inVitro/104/web/JPEG/web1.jpg,grozi_104
36,grozi/inVitro/104/web/JPEG/web2.jpg,grozi_104
37,grozi/inVitro/104/web/JPEG/web3.jpg,grozi_104
38,grozi/inVitro/104/web/JPEG/web4.jpg,grozi_104
39,grozi/inVitro/104/web/JPEG/web5.jpg,grozi_104
40,grozi/inVitro/105/web/JPEG/web1.jpg,grozi_105
41,grozi/inVitro/105/web/JPEG/web2.jpg,grozi_105
42,grozi/inVitro/105/web/JPEG/web3.jpg,grozi_105
43,grozi/inVitro/105/web/JPEG/web4.jpg,grozi_105
44,grozi/inVitro/105/web/JPEG/web5.jpg,grozi_105
45,grozi/inVitro/105/web/JPEG/web6.jpg,grozi_105
46,grozi/inVitro/106/web/JPEG/web1.jpg,grozi_106
47,grozi/inVitro/106/web/JPEG/web2.jpg,grozi_106
48,grozi/inVitro/106/web/JPEG/web3.jpg,grozi_106
49,grozi/inVitro/106/web/JPEG/web4.jpg,grozi_106
50,grozi/inVitro/106/web/JPEG/web5.jpg,grozi_106
51,grozi/inVitro/107/web/JPEG/web1.jpg,grozi_107
52,grozi/inVitro/107/web/JPEG/web2.jpg,grozi_107
53,grozi/inVitro/107/web/JPEG/web3.jpg,grozi_107
54,grozi/inVitro/108/web/JPEG/web1.jpg,grozi_108
55,grozi/inVitro/108/web/JPEG/web2.jpg,grozi_108
56,grozi/inVitro/108/web/JPEG/web3.jpg,grozi_108
57,grozi/inVitro/108/web/JPEG/web4.jpg,grozi_108
58,grozi/inVitro/108/web/JPEG/web5.jpg,grozi_108
59,grozi/inVitro/108/web/JPEG/web6.jpg,grozi_108
60,grozi/inVitro/109/web/JPEG/web1.jpg,grozi_109
61,grozi/inVitro/109/web/JPEG/web2.jpg,grozi_109
62,grozi/inVitro/109/web/JPEG/web3.jpg,grozi_109
63,grozi/inVitro/109/web/JPEG/web4.jpg,grozi_109
64,grozi/inVitro/11/web/JPEG/web1.jpg,grozi_11
65,grozi/inVitro/11/web/JPEG/web2.jpg,grozi_11
66,grozi/inVitro/11/web/JPEG/web3.jpg,grozi_11
67,grozi/inVitro/11/web/JPEG/web4.jpg,grozi_11
68,grozi/inVitro/11/web/JPEG/web5.jpg,grozi_11
69,grozi/inVitro/11/web/JPEG/web6.jpg,grozi_11
70,grozi/inVitro/11/web/JPEG/web7.jpg,grozi_11
71,grozi/inVitro/110/web/JPEG/web1.jpg,grozi_110
72,grozi/inVitro/110/web/JPEG/web2.jpg,grozi_110
73,grozi/inVitro/110/web/JPEG/web3.jpg,grozi_110
74,grozi/inVitro/110/web/JPEG/web4.jpg,grozi_110
75,grozi/inVitro/110/web/JPEG/web5.jpg,grozi_110
76,grozi/inVitro/110/web/JPEG/web6.jpg,grozi_110
77,grozi/inVitro/110/web/JPEG/web7.jpg,grozi_110
78,grozi/inVitro/111/web/JPEG/web1.jpg,grozi_111
79,grozi/inVitro/111/web/JPEG/web2.jpg,grozi_111
80,grozi/inVitro/111/web/JPEG/web3.jpg,grozi_111
81,grozi/inVitro/111/web/JPEG/web4.jpg,grozi_111
82,grozi/inVitro/112/web/JPEG/web1.jpg,grozi_112
83,grozi/inVitro/112/web/JPEG/web2.jpg,grozi_112
84,grozi/inVitro/112/web/JPEG/web3.jpg,grozi_112
85,grozi/inVitro/112/web/JPEG/web4.jpg,grozi_112
86,grozi/inVitro/112/web/JPEG/web5.jpg,grozi_112
87,grozi/inVitro/112/web/JPEG/web6.jpg,grozi_112
88,grozi/inVitro/112/web/JPEG/web7.jpg,grozi_112
89,grozi/inVitro/113/web/JPEG/web1.jpg,grozi_113
90,grozi/inVitro/113/web/JPEG/web2.jpg,grozi_113
91,grozi/inVitro/113/web/JPEG/web3.jpg,grozi_113
92,grozi/inVitro/113/web/JPEG/web4.jpg,grozi_113
93,grozi/inVitro/113/web/JPEG/web5.jpg,grozi_113
94,grozi/inVitro/114/web/JPEG/web1.jpg,grozi_114
95,grozi/inVitro/114/web/JPEG/web2.jpg,grozi_114
96,grozi/inVitro/114/web/JPEG/web3.jpg,grozi_114
97,grozi/inVitro/114/web/JPEG/web4.jpg,grozi_114
98,grozi/inVitro/114/web/JPEG/web5.jpg,grozi_114
99,grozi/inVitro/115/web/JPEG/web1.jpg,grozi_115
